date,month,quarter,category,country,channel,customer_segment,units,order_value,discount_pct,final_value,rating,returned
2023-09-25,9,3,Clothing,Japan,mobile,returning,2,235.67,23.6,360.0,4.0,0
2023-10-31,10,4,Electronics,Germany,app,new,2,278.89,8.7,509.46,4.2,0
2023-05-20,5,2,Clothing,France,web,vip,1,113.3,18.6,92.24,4.1,0
2023-02-06,2,1,Electronics,Germany,app,vip,1,287.32,18.3,234.65,3.9,0
2024-04-01,4,2,Books,France,web,new,5,38.23,4.3,182.97,4.5,0
2024-11-14,11,4,Clothing,France,app,vip,3,244.03,16.6,610.8,3.6,0
2024-12-12,12,4,Electronics,Germany,mobile,new,1,1270.07,22.3,986.32,4.0,0
2024-02-10,2,1,Home,Germany,mobile,vip,1,438.54,18.6,357.17,3.8,0
2023-05-07,5,2,Books,UK,app,vip,2,35.09,6.0,65.95,4.7,1
2023-10-03,10,4,Clothing,UK,app,returning,3,181.56,17.2,450.76,3.9,0
2023-10-29,10,4,Electronics,Japan,mobile,new,1,830.92,12.7,725.13,3.9,0
2024-03-10,3,1,Clothing,Japan,web,new,1,189.63,26.1,140.1,3.5,0
2023-08-16,8,3,Electronics,USA,web,vip,4,659.45,6.7,2460.27,3.9,0
2024-06-29,6,2,Sports,UK,mobile,returning,1,298.87,11.0,266.01,4.2,0
2024-12-20,12,4,Books,USA,web,new,4,33.15,1.9,130.14,4.5,0
2024-03-19,3,1,Clothing,USA,mobile,vip,1,110.65,18.9,89.78,3.6,0
2024-08-16,8,3,Clothing,Germany,mobile,new,1,136.52,8.9,124.32,4.5,0
2023-04-14,4,2,Home,Germany,web,new,2,133.24,2.7,259.33,3.9,0
2024-08-07,8,3,Electronics,USA,mobile,new,2,660.61,11.4,1170.34,4.0,0
2023-06-02,6,2,Home,Japan,mobile,vip,2,84.05,24.2,127.39,3.7,1
2023-09-26,9,3,Clothing,UK,mobile,new,1,129.64,22.5,100.51,3.9,0
2024-11-20,11,4,Sports,USA,app,new,1,340.27,7.6,314.57,4.3,0
2023-08-15,8,3,Books,Japan,web,returning,5,52.7,3.6,254.05,5.0,0
2023-07-15,7,3,Electronics,France,web,new,5,240.26,11.9,1058.3,4.7,0
2023-05-05,5,2,Home,France,web,returning,4,150.08,8.0,552.18,4.5,0
2024-08-31,8,3,Electronics,UK,web,returning,4,227.08,12.7,792.83,4.2,0
2024-12-31,12,4,Clothing,USA,mobile,returning,1,81.51,24.8,61.31,3.3,0
2023-12-04,12,4,Clothing,Germany,web,vip,1,193.71,16.0,162.77,4.1,0
2024-12-16,12,4,Books,Japan,web,returning,5,30.32,8.0,139.51,5.0,0
2023-05-10,5,2,Electronics,Japan,mobile,vip,1,714.97,8.8,651.84,3.9,0
2024-05-11,5,2,Home,Germany,app,new,4,308.74,9.0,1123.64,4.4,0
2024-12-24,12,4,Home,France,web,returning,1,587.23,17.7,483.15,3.7,0
2024-07-09,7,3,Home,UK,app,new,4,350.25,15.0,1191.51,4.7,0
2023-06-28,6,2,Electronics,UK,web,returning,5,797.42,19.5,3209.64,4.5,0
2023-07-14,7,3,Electronics,USA,web,vip,4,508.19,6.6,1898.52,4.2,0
2023-04-22,4,2,Electronics,USA,web,new,5,310.21,11.1,1379.1,3.5,0
2023-05-17,5,2,Clothing,France,web,new,4,56.36,15.1,191.38,4.3,0
2024-07-28,7,3,Clothing,UK,mobile,returning,2,149.08,21.3,234.64,4.1,0
2023-03-26,3,1,Clothing,France,mobile,vip,2,238.03,22.5,368.88,3.3,0
2023-11-10,11,4,Electronics,Japan,mobile,returning,2,1421.56,18.4,2321.34,3.9,0
2024-01-19,1,1,Electronics,France,web,vip,4,214.79,13.2,745.51,3.8,0
2024-04-03,4,2,Electronics,UK,web,returning,5,908.51,8.9,4136.65,4.2,0
2023-06-10,6,2,Electronics,Germany,web,new,5,689.0,10.1,3095.38,4.5,0
2023-09-12,9,3,Clothing,France,web,new,4,145.54,20.7,461.74,3.7,0
2024-12-08,12,4,Electronics,Japan,web,new,4,1435.14,5.6,5420.39,4.5,0
2023-01-29,1,1,Home,UK,web,new,3,253.0,8.3,696.22,4.5,0
2024-11-24,11,4,Clothing,USA,mobile,returning,2,78.95,15.7,133.08,4.3,0
2023-03-21,3,1,Clothing,USA,mobile,new,1,195.03,13.5,168.71,4.4,0
2024-03-05,3,1,Electronics,UK,mobile,returning,2,952.95,8.7,1739.38,4.1,0
2024-09-06,9,3,Sports,USA,web,new,5,344.72,17.7,1417.99,3.4,0
2023-11-26,11,4,Clothing,USA,web,vip,4,214.44,24.8,644.73,3.4,0
2023-02-11,2,1,Sports,UK,web,returning,1,27.02,14.2,23.17,4.2,0
2023-10-20,10,4,Electronics,Japan,mobile,returning,1,508.41,12.2,446.17,4.3,0
2024-02-29,2,1,Home,France,app,returning,2,106.22,6.4,198.8,4.5,1
2023-12-21,12,4,Electronics,UK,mobile,returning,1,174.53,11.5,154.38,3.5,0
2024-11-07,11,4,Books,Japan,web,returning,4,67.69,9.1,246.16,4.5,0
2024-12-10,12,4,Electronics,UK,mobile,new,1,992.95,10.5,888.42,3.9,0
2023-03-01,3,1,Sports,USA,mobile,new,2,185.32,21.3,291.8,4.1,0
2023-12-02,12,4,Books,France,web,new,4,48.26,9.1,175.49,4.4,0
2023-05-12,5,2,Clothing,Japan,mobile,returning,1,90.17,24.0,68.55,3.8,0
2023-06-15,6,2,Electronics,France,web,vip,4,539.53,15.6,1821.82,3.8,0
2024-01-06,1,1,Sports,USA,web,new,3,86.83,18.5,212.18,4.2,0
2023-03-28,3,1,Clothing,France,app,new,2,171.72,10.7,306.67,4.7,0
2024-11-17,11,4,Sports,USA,mobile,returning,1,144.54,17.6,119.1,3.9,0
2023-01-15,1,1,Electronics,USA,mobile,new,2,758.11,12.7,1323.0,3.8,0
2024-10-21,10,4,Home,UK,mobile,new,2,367.21,18.9,595.75,3.9,0
2023-06-28,6,2,Books,USA,mobile,returning,2,31.23,6.5,58.43,4.5,0
2023-12-31,12,4,Clothing,Japan,mobile,returning,2,180.77,24.6,272.46,3.4,0
2023-10-21,10,4,Clothing,USA,web,new,4,326.99,29.3,924.87,3.6,0
2023-11-10,11,4,Sports,USA,mobile,new,1,92.88,10.9,82.78,4.6,0
2024-05-09,5,2,Sports,UK,mobile,vip,2,135.58,16.0,227.91,4.3,0
2023-12-10,12,4,Electronics,Germany,mobile,new,1,1368.69,11.4,1213.12,4.1,0
2024-08-04,8,3,Books,France,mobile,new,2,57.32,7.8,105.75,4.9,0
2024-12-29,12,4,Sports,France,web,new,1,314.26,10.2,282.14,4.2,1
2023-09-25,9,3,Clothing,Germany,web,vip,2,183.69,12.7,320.83,4.1,0
2024-06-22,6,2,Clothing,Japan,app,returning,1,49.42,6.9,46.0,4.4,0
2024-05-16,5,2,Clothing,Japan,mobile,returning,2,56.0,23.2,86.07,3.9,0
2023-10-18,10,4,Sports,Japan,app,returning,3,389.86,21.0,923.48,3.7,1
2024-08-15,8,3,Electronics,USA,app,new,3,921.49,16.2,2315.55,3.6,0
2023-07-15,7,3,Home,USA,web,new,1,425.41,20.7,337.42,3.2,0
2024-05-31,5,2,Clothing,USA,web,new,1,123.68,15.4,104.69,4.2,0
2024-09-08,9,3,Clothing,France,web,returning,4,105.09,14.2,360.53,4.1,0
2023-05-16,5,2,Books,France,app,vip,1,37.57,9.7,33.94,4.2,0
2023-08-23,8,3,Clothing,Japan,mobile,vip,2,27.39,31.8,37.37,3.8,0
2024-09-16,9,3,Electronics,Germany,mobile,returning,2,413.31,8.6,755.17,4.1,0
2023-09-16,9,3,Electronics,USA,app,returning,3,948.13,13.3,2466.23,3.7,0
2023-03-14,3,1,Books,Japan,app,returning,2,36.68,2.7,71.38,5.0,0
2024-05-31,5,2,Electronics,USA,web,returning,5,1021.34,12.6,4464.42,4.3,0
2024-05-27,5,2,Electronics,Japan,app,returning,5,476.4,24.5,1797.54,3.5,0
2024-11-23,11,4,Electronics,UK,web,new,4,992.17,9.8,3581.23,3.8,0
2024-09-17,9,3,Home,USA,web,new,2,366.38,11.2,651.0,4.3,0
2024-06-16,6,2,Books,Germany,app,new,5,11.41,5.8,53.77,4.6,0
2024-09-28,9,3,Home,France,app,returning,3,294.41,7.7,815.59,4.6,0
2024-04-22,4,2,Sports,Germany,mobile,returning,1,180.39,31.1,124.25,3.2,0
2024-06-27,6,2,Books,Japan,mobile,new,1,35.08,7.1,32.57,4.5,0
2024-01-04,1,1,Home,UK,mobile,returning,1,179.86,14.1,154.57,4.2,0
2024-07-15,7,3,Home,France,web,new,3,443.55,25.7,988.68,3.8,0
2024-01-04,1,1,Clothing,Japan,mobile,returning,1,111.81,20.2,89.25,3.5,0
2023-08-23,8,3,Clothing,USA,mobile,returning,2,109.68,5.6,207.16,4.6,0
2023-05-31,5,2,Home,USA,web,vip,3,425.9,1.3,1261.63,5.0,0
2024-11-01,11,4,Clothing,UK,web,new,2,219.4,22.9,338.52,3.8,0
2023-04-25,4,2,Books,UK,app,returning,4,49.1,4.7,187.21,5.0,0
2023-06-12,6,2,Clothing,UK,app,new,1,106.15,35.4,68.57,3.3,0
2023-03-26,3,1,Electronics,Germany,web,new,1,295.37,8.0,271.62,4.3,0
2023-03-21,3,1,Electronics,UK,mobile,new,2,308.14,7.8,568.46,4.0,0
2024-02-09,2,1,Electronics,USA,mobile,new,2,487.81,10.0,877.88,4.1,0
2024-02-06,2,1,Electronics,USA,web,returning,4,427.36,14.1,1468.7,3.9,0
2024-01-30,1,1,Electronics,USA,web,returning,1,683.85,7.9,629.85,4.4,0
2023-01-01,1,1,Home,USA,app,returning,1,277.89,11.9,244.86,4.1,0
2023-08-15,8,3,Electronics,UK,mobile,vip,1,362.24,10.8,323.01,3.6,0
2024-11-06,11,4,Books,Germany,mobile,returning,2,34.11,4.6,65.05,5.0,0
2023-04-30,4,2,Home,France,web,returning,2,319.85,0.0,639.7,5.0,0
2023-04-29,4,2,Books,Japan,web,vip,1,52.58,0.0,52.58,5.0,0
2023-06-06,6,2,Home,Japan,web,new,1,257.28,7.1,239.0,4.0,1
2024-03-01,3,1,Clothing,USA,web,new,2,91.44,29.1,129.68,3.8,0
2023-06-23,6,2,Home,UK,app,new,1,194.12,11.1,172.52,4.5,0
2024-03-20,3,1,Home,Japan,app,vip,3,175.01,12.8,457.77,3.9,0
2023-08-03,8,3,Electronics,USA,mobile,returning,2,422.23,5.0,802.31,4.1,0
2023-03-29,3,1,Electronics,UK,web,new,4,926.39,15.2,3141.26,3.9,0
2024-04-21,4,2,Books,USA,web,returning,3,9.67,8.6,26.52,4.9,0
2023-09-01,9,3,Sports,Japan,app,new,5,65.62,18.0,269.13,3.7,0
2024-01-12,1,1,Electronics,France,web,new,2,439.77,9.1,799.34,3.5,0
2023-01-12,1,1,Clothing,USA,app,vip,1,252.27,22.4,195.69,4.1,0
2024-02-11,2,1,Electronics,Japan,web,returning,5,735.86,16.3,3078.07,3.7,0
2023-04-04,4,2,Sports,Japan,web,new,1,272.52,13.7,235.17,4.1,0
2023-12-26,12,4,Clothing,UK,web,vip,3,183.64,8.8,502.55,4.2,0
2023-11-07,11,4,Clothing,USA,web,returning,1,220.16,10.4,197.36,3.8,0
2024-11-13,11,4,Electronics,France,mobile,new,2,730.42,8.6,1334.95,4.1,0
2024-01-28,1,1,Home,USA,mobile,returning,1,176.93,15.5,149.51,3.5,0
2024-11-09,11,4,Electronics,France,mobile,new,1,1227.62,17.0,1019.36,4.0,0
2023-04-01,4,2,Electronics,USA,web,new,2,1070.39,15.6,1805.97,4.2,0
2023-05-26,5,2,Electronics,France,mobile,returning,2,349.96,15.1,594.35,4.0,0
2023-05-25,5,2,Electronics,UK,web,new,3,329.91,9.8,892.36,4.3,1
2024-08-06,8,3,Books,Germany,mobile,returning,2,61.91,2.7,120.46,4.8,0
2024-09-22,9,3,Electronics,France,web,new,2,940.96,22.6,1456.93,3.6,0
2023-02-26,2,1,Clothing,USA,web,new,1,81.15,20.6,64.47,3.8,0
2023-09-03,9,3,Books,USA,mobile,new,2,29.39,2.8,57.11,5.0,0
2023-06-24,6,2,Clothing,Germany,app,returning,4,174.28,13.7,601.44,4.1,0
2023-03-09,3,1,Clothing,USA,app,new,5,93.32,19.0,377.94,3.8,0
2023-08-29,8,3,Sports,France,mobile,returning,2,230.13,18.0,377.33,4.3,0
2024-12-28,12,4,Home,UK,web,new,5,293.6,15.3,1243.83,4.1,0
2024-11-15,11,4,Electronics,USA,app,returning,4,1271.15,12.3,4458.46,4.1,0
2023-10-20,10,4,Home,France,web,returning,4,436.5,15.9,1468.74,3.7,0
2023-02-01,2,1,Clothing,France,mobile,vip,2,181.14,33.1,242.52,3.2,0
2023-11-01,11,4,Electronics,Germany,web,vip,2,944.81,14.4,1617.07,3.4,0
2024-07-06,7,3,Clothing,Japan,mobile,vip,2,183.3,24.8,275.74,3.7,0
2024-09-26,9,3,Electronics,France,app,returning,1,527.79,10.0,475.05,4.2,0
2023-07-07,7,3,Home,France,mobile,returning,2,451.48,17.8,742.3,4.1,1
2023-09-13,9,3,Clothing,Germany,web,returning,2,162.66,17.4,268.76,4.1,0
2023-11-17,11,4,Home,France,mobile,new,1,543.11,14.2,465.94,4.3,0
2023-01-29,1,1,Sports,USA,app,new,3,204.76,22.0,479.44,4.7,0
2023-01-08,1,1,Clothing,France,mobile,returning,1,154.28,21.4,121.29,4.2,0
2024-07-09,7,3,Electronics,Japan,web,new,2,166.59,4.4,318.45,4.1,0
2023-12-13,12,4,Books,UK,app,returning,1,66.01,5.1,62.61,5.0,0
2023-05-14,5,2,Clothing,UK,mobile,returning,1,69.8,34.4,45.75,3.3,1
2023-11-29,11,4,Clothing,France,mobile,vip,2,281.54,22.3,437.3,3.7,0
2023-08-02,8,3,Clothing,Japan,web,returning,1,225.4,17.2,186.69,3.8,0
2024-08-24,8,3,Clothing,France,app,returning,5,195.43,9.6,883.5,4.6,0
2024-11-23,11,4,Clothing,UK,app,returning,4,56.81,20.0,181.79,3.7,0
2023-03-31,3,1,Sports,USA,web,returning,1,280.08,5.7,264.18,4.5,0
2024-01-14,1,1,Books,USA,mobile,returning,1,40.08,1.3,39.56,5.0,0
2023-01-22,1,1,Home,UK,web,returning,5,436.46,14.8,1859.11,4.0,0
2024-09-06,9,3,Clothing,France,web,returning,3,44.92,20.7,106.83,3.9,0
2023-04-18,4,2,Clothing,USA,app,vip,4,51.38,29.9,144.1,3.5,1
2024-01-12,1,1,Electronics,USA,app,returning,2,313.17,2.8,608.62,4.2,0
2023-06-15,6,2,Clothing,France,web,new,4,179.83,22.5,557.77,4.4,0
2024-01-18,1,1,Clothing,Germany,web,vip,3,208.47,29.9,438.44,4.3,0
2024-08-03,8,3,Electronics,France,mobile,returning,1,913.48,2.2,893.69,4.2,0
2024-02-18,2,1,Electronics,USA,mobile,new,1,837.82,21.5,657.5,3.4,0
2023-05-31,5,2,Clothing,Germany,web,new,1,171.51,27.3,124.61,3.9,0
2023-02-02,2,1,Home,France,web,new,3,315.99,19.0,768.19,3.9,0
2024-04-15,4,2,Home,France,mobile,vip,1,160.81,17.8,132.17,4.1,0
2023-01-11,1,1,Home,UK,app,vip,1,274.68,17.8,225.81,3.8,0
2023-11-30,11,4,Clothing,Japan,web,vip,3,129.91,19.1,315.38,3.8,1
2024-11-06,11,4,Sports,France,mobile,new,1,359.02,22.3,278.84,3.7,0
2024-07-04,7,3,Electronics,France,web,vip,3,705.51,11.6,1870.11,3.7,0
2023-12-26,12,4,Electronics,Japan,mobile,new,1,825.81,14.9,702.42,3.8,0
2024-09-16,9,3,Clothing,UK,mobile,returning,1,69.29,22.6,53.62,4.0,0
2024-04-09,4,2,Home,France,web,new,4,239.94,6.7,895.56,4.6,0
2024-05-27,5,2,Clothing,France,app,returning,5,97.95,7.9,451.13,4.6,0
2023-03-24,3,1,Sports,UK,mobile,new,1,289.02,27.2,210.37,3.5,0
2023-09-16,9,3,Sports,USA,web,new,4,312.77,13.4,1082.86,4.2,0
2023-01-15,1,1,Sports,UK,web,new,5,230.95,10.3,1035.39,4.3,1
2024-11-17,11,4,Home,USA,mobile,returning,2,113.45,23.7,173.05,3.5,0
2023-11-19,11,4,Electronics,UK,app,new,5,1496.7,20.5,5947.29,3.8,1
2023-10-15,10,4,Books,France,mobile,new,1,79.17,1.5,77.98,5.0,0
2023-03-19,3,1,Electronics,Germany,mobile,returning,1,999.28,11.6,883.26,3.9,0
2024-04-21,4,2,Home,USA,mobile,vip,2,121.33,19.0,196.63,4.1,0
2023-06-19,6,2,Clothing,UK,app,new,4,195.12,11.9,687.46,4.4,0
2023-06-04,6,2,Electronics,Germany,web,returning,4,404.59,13.5,1399.23,4.1,0
2024-09-07,9,3,Clothing,Germany,web,returning,2,84.71,14.0,145.74,4.0,0
2023-12-07,12,4,Books,Japan,app,new,3,33.48,6.1,94.33,5.0,0
2024-06-19,6,2,Clothing,USA,web,vip,1,124.43,35.7,80.03,2.7,1
2024-11-26,11,4,Clothing,Germany,mobile,new,1,165.23,16.8,137.5,4.0,1
2023-12-15,12,4,Home,USA,mobile,new,1,261.52,13.5,226.22,3.7,0
2024-05-20,5,2,Clothing,Germany,app,new,3,46.47,8.1,128.12,4.0,0
2024-12-20,12,4,Clothing,Germany,mobile,new,1,299.1,8.1,274.88,3.8,0
2024-09-07,9,3,Clothing,Germany,app,new,1,144.16,12.6,126.02,3.6,0
2024-07-08,7,3,Clothing,Germany,web,new,2,168.13,28.3,241.04,3.5,1
2023-02-17,2,1,Clothing,France,web,new,5,155.06,28.3,555.73,3.9,0
2024-03-03,3,1,Electronics,Japan,mobile,new,1,129.54,14.9,110.2,3.8,0
2024-08-19,8,3,Clothing,Japan,mobile,new,1,60.75,36.2,38.76,3.3,0
2023-07-20,7,3,Electronics,USA,web,returning,5,850.99,19.2,3440.07,3.8,0
2023-12-10,12,4,Clothing,Germany,web,new,1,101.57,21.3,79.94,3.6,0
2024-11-17,11,4,Home,USA,web,returning,1,242.88,16.6,202.46,4.4,0
2024-01-17,1,1,Sports,Germany,mobile,returning,1,121.39,6.5,113.49,4.3,0
2024-06-23,6,2,Home,France,web,returning,4,128.82,12.1,452.75,4.1,0
2023-10-19,10,4,Home,USA,web,returning,1,506.02,10.1,454.71,4.7,0
2023-07-26,7,3,Clothing,Japan,mobile,returning,1,83.6,24.3,63.31,3.4,0
2023-05-31,5,2,Home,France,app,new,2,184.79,20.2,295.09,3.9,0
2024-09-20,9,3,Sports,USA,web,new,1,97.78,28.8,69.6,3.9,0
2024-08-24,8,3,Electronics,Japan,mobile,vip,1,792.38,14.9,674.53,4.2,0
2023-04-28,4,2,Home,Germany,mobile,returning,2,404.41,7.7,746.62,4.4,0
2024-12-02,12,4,Electronics,USA,web,returning,5,1460.41,13.2,6337.17,4.5,0
2024-06-26,6,2,Clothing,USA,web,returning,1,200.89,19.0,162.74,3.9,0
2023-04-17,4,2,Clothing,UK,mobile,new,1,101.03,18.6,82.24,3.6,0
2024-08-11,8,3,Clothing,France,app,new,2,227.48,13.5,393.47,4.4,1
2024-03-17,3,1,Clothing,Germany,web,returning,5,135.27,21.5,531.27,4.3,0
2023-09-06,9,3,Sports,Germany,mobile,returning,2,331.2,19.5,533.49,4.3,0
2024-03-19,3,1,Clothing,Japan,web,returning,2,40.17,13.5,69.5,4.1,0
2024-08-23,8,3,Clothing,France,mobile,returning,2,139.85,18.9,226.87,3.9,0
2023-12-09,12,4,Sports,Germany,web,new,1,178.55,18.4,145.77,3.8,0
2023-06-05,6,2,Books,UK,web,returning,4,10.25,6.0,38.52,5.0,0
2024-01-22,1,1,Clothing,Japan,web,new,2,25.77,15.1,43.76,4.0,0
2024-02-07,2,1,Home,Japan,web,vip,1,78.24,15.6,66.04,3.8,0
2024-04-30,4,2,Home,USA,web,returning,1,198.48,15.1,168.44,4.2,0
2024-06-13,6,2,Home,USA,web,returning,4,178.5,8.9,650.35,4.4,1
2023-02-22,2,1,Electronics,France,web,vip,1,951.82,5.0,904.6,4.6,0
2024-04-10,4,2,Electronics,USA,web,returning,5,546.59,13.8,2355.31,4.0,0
2024-05-31,5,2,Clothing,France,app,new,2,178.75,13.6,308.73,3.8,0
2024-08-24,8,3,Electronics,UK,mobile,new,2,1022.17,17.1,1695.23,3.8,0
2023-08-10,8,3,Books,France,mobile,vip,1,44.87,3.4,43.36,5.0,0
2024-09-05,9,3,Clothing,Japan,web,new,5,244.12,29.1,865.68,2.9,0
2023-08-12,8,3,Home,France,app,returning,1,191.21,12.7,166.97,4.4,1
2024-07-24,7,3,Books,USA,web,vip,5,41.03,8.7,187.28,4.8,0
2024-05-30,5,2,Clothing,USA,web,new,3,215.89,22.3,503.4,3.0,0
2024-03-29,3,1,Electronics,UK,web,new,4,687.37,6.2,2577.89,4.2,0
2023-09-06,9,3,Sports,France,web,vip,2,150.93,19.1,244.26,4.2,0
2023-03-04,3,1,Electronics,Germany,web,vip,4,217.28,18.9,705.11,4.0,0
2023-01-01,1,1,Clothing,France,mobile,new,1,179.95,28.1,129.36,3.6,0
2024-05-05,5,2,Clothing,UK,web,returning,3,156.44,31.3,322.55,3.3,0
2023-12-31,12,4,Clothing,Germany,app,returning,4,58.34,16.3,195.34,3.9,0
2023-05-01,5,2,Home,UK,app,new,5,158.58,18.2,648.81,4.4,0
2023-03-21,3,1,Sports,USA,mobile,new,2,223.37,15.9,375.59,4.0,0
2024-03-20,3,1,Home,USA,web,new,5,261.78,22.0,1020.41,3.3,0
2023-04-11,4,2,Home,UK,mobile,new,2,339.12,13.5,586.96,4.5,0
2023-02-14,2,1,Clothing,Japan,web,returning,1,156.88,34.8,102.3,2.8,1
2024-10-15,10,4,Home,USA,mobile,returning,1,547.47,23.3,419.86,3.3,0
2024-08-31,8,3,Home,Japan,mobile,returning,1,103.79,17.2,85.89,4.2,0
2023-04-27,4,2,Clothing,UK,app,returning,2,112.5,44.0,125.96,3.0,0
2024-07-21,7,3,Electronics,France,web,vip,1,745.5,3.9,716.55,4.2,0
2024-04-25,4,2,Clothing,UK,app,new,1,94.74,16.8,78.85,4.0,0
2024-11-25,11,4,Books,Japan,web,vip,2,46.45,7.0,86.36,4.9,1
2023-11-28,11,4,Electronics,USA,mobile,new,2,482.74,9.3,875.65,4.2,0
2023-08-24,8,3,Home,USA,app,returning,3,349.09,21.3,824.51,3.9,0
2023-07-13,7,3,Home,Germany,mobile,new,2,370.86,23.2,569.75,3.9,0
2023-12-19,12,4,Books,France,web,vip,4,19.13,3.8,73.63,5.0,1
2024-01-26,1,1,Sports,USA,mobile,returning,2,211.71,10.7,378.14,4.5,1
2023-11-01,11,4,Electronics,UK,app,returning,1,866.66,11.9,763.27,4.1,0
2024-01-23,1,1,Electronics,USA,app,vip,1,1144.58,2.1,1120.94,4.4,0
2024-07-21,7,3,Electronics,Japan,app,new,3,761.76,9.0,2078.6,3.8,0
2023-08-08,8,3,Clothing,France,mobile,new,2,118.54,21.0,187.35,4.2,0
2024-09-08,9,3,Clothing,UK,app,new,2,108.8,19.1,176.05,4.0,0
2023-10-14,10,4,Electronics,France,mobile,new,2,1275.0,21.3,2007.56,3.2,0
2023-10-30,10,4,Electronics,USA,mobile,new,1,1036.23,12.9,902.58,3.9,0
2023-02-25,2,1,Sports,USA,mobile,new,2,167.72,27.3,243.96,3.1,0
2024-07-07,7,3,Home,Germany,web,new,3,124.96,16.3,313.92,4.3,0
2024-05-14,5,2,Clothing,USA,web,new,3,81.62,14.8,208.68,3.9,0
2023-04-02,4,2,Clothing,USA,web,new,2,123.43,23.0,190.1,4.1,0
2024-12-30,12,4,Clothing,France,web,returning,1,107.5,18.0,88.14,3.8,0
2024-10-23,10,4,Electronics,Japan,web,new,2,1296.52,11.8,2288.35,4.2,0
2023-08-25,8,3,Clothing,France,app,returning,5,118.61,16.4,495.99,4.4,0
2024-12-15,12,4,Clothing,France,web,new,4,214.9,9.8,775.72,4.2,0
2024-05-12,5,2,Sports,USA,mobile,new,1,82.92,23.5,63.47,4.3,0
2023-12-20,12,4,Sports,Germany,app,new,1,232.02,8.6,211.95,5.0,0
2023-02-07,2,1,Home,UK,web,new,2,122.66,17.5,202.42,4.3,1
2024-11-20,11,4,Electronics,Germany,mobile,returning,1,833.92,22.8,643.86,3.6,1
2024-12-23,12,4,Books,UK,web,new,5,26.59,6.4,124.39,5.0,0
2023-10-29,10,4,Clothing,Germany,web,vip,1,218.99,16.3,183.4,4.0,0
2023-11-08,11,4,Books,USA,web,returning,3,79.29,4.3,227.67,5.0,0
2024-05-09,5,2,Clothing,UK,app,vip,4,18.85,29.7,53.03,3.6,0
2023-08-15,8,3,Clothing,USA,mobile,new,2,166.68,20.1,266.4,3.6,1
2024-08-12,8,3,Clothing,Germany,web,returning,2,134.47,13.5,232.59,4.2,0
2023-03-04,3,1,Electronics,France,web,new,3,1062.4,5.4,3016.52,4.5,0
2024-07-13,7,3,Home,France,mobile,returning,1,158.73,19.6,127.55,4.0,0
2023-03-11,3,1,Electronics,France,web,returning,2,1002.5,10.8,1789.33,3.7,0
2024-02-11,2,1,Clothing,France,web,vip,4,74.3,32.3,201.27,2.8,0
2024-07-06,7,3,Home,Japan,web,returning,5,168.73,0.0,843.65,4.7,0
2024-07-31,7,3,Home,France,app,vip,4,85.47,17.5,282.08,4.1,1
2023-02-02,2,1,Clothing,UK,app,returning,5,199.51,12.6,871.62,3.8,0
2023-06-30,6,2,Clothing,USA,mobile,returning,1,113.7,33.0,76.17,3.5,1
2024-01-07,1,1,Sports,Germany,web,new,2,232.77,10.0,419.11,4.4,0
2024-12-12,12,4,Clothing,USA,app,vip,4,96.51,19.8,309.6,4.0,0
2023-01-30,1,1,Books,UK,app,new,5,60.29,2.2,294.69,5.0,0
2023-03-18,3,1,Sports,Germany,mobile,returning,1,93.67,24.0,71.19,4.4,0
2023-12-23,12,4,Sports,USA,web,new,4,380.31,26.7,1115.76,3.9,0
2023-01-01,1,1,Books,France,mobile,new,2,21.89,1.3,43.2,5.0,0
2023-08-18,8,3,Sports,Germany,mobile,returning,1,62.55,29.9,43.83,4.0,0
2023-01-03,1,1,Home,Germany,mobile,new,1,89.14,20.3,71.0,3.7,1
2023-12-08,12,4,Sports,Japan,web,returning,5,165.51,18.1,677.71,4.1,0
2023-11-26,11,4,Books,Japan,mobile,vip,1,58.11,5.2,55.08,4.9,0
2023-04-30,4,2,Books,Japan,web,new,2,32.72,5.6,61.76,4.8,0
2024-03-13,3,1,Electronics,France,mobile,returning,2,1021.0,21.6,1600.63,3.6,0
2023-02-22,2,1,Clothing,Germany,web,new,4,89.11,31.8,243.13,3.7,0
2023-05-17,5,2,Clothing,USA,web,returning,4,27.05,16.6,90.23,3.8,0
2024-09-23,9,3,Electronics,Japan,mobile,returning,2,855.03,3.1,1656.81,4.2,0
2023-10-23,10,4,Books,Germany,mobile,new,1,64.48,2.4,62.91,5.0,0
2023-11-20,11,4,Sports,USA,mobile,vip,2,311.96,14.7,532.39,4.1,0
2024-05-10,5,2,Clothing,Germany,mobile,vip,1,104.01,26.5,76.47,4.3,0
2024-09-19,9,3,Clothing,USA,app,returning,4,235.68,17.8,775.09,3.9,0
2024-09-16,9,3,Sports,UK,web,vip,2,126.54,10.8,225.75,4.6,0
2024-08-05,8,3,Books,France,app,returning,5,32.74,0.0,163.7,5.0,0
2023-11-30,11,4,Electronics,UK,web,returning,2,1434.75,25.3,2142.15,3.5,0
2023-01-17,1,1,Books,France,mobile,new,1,52.28,8.8,47.68,4.2,0
2023-01-03,1,1,Home,Germany,mobile,returning,1,143.07,3.7,137.83,4.7,0
2023-12-26,12,4,Home,Japan,mobile,new,2,263.3,14.7,449.26,4.0,0
2024-10-06,10,4,Clothing,France,mobile,new,1,86.76,21.0,68.52,3.9,0
