date,year,month,season,source,region,production_gwh,consumption_gwh,co2_tonnes,capacity_pct,spot_price_mwh,cost_usd_k
2022-06-08,2022,6,Summer,Gas,South,87.36,78.95,42.808,68.2,70.59,6167.02
2022-06-08,2022,6,Summer,Nuclear,West,59.19,51.55,0.71,84.8,70.59,4178.07
2022-06-08,2022,6,Summer,Coal,East,51.19,49.37,41.972,59.3,70.59,3613.15
2022-06-09,2022,6,Summer,Solar,East,33.79,29.45,0.0,69.6,61.13,2065.72
2022-06-09,2022,6,Summer,Wind,South,45.02,43.73,0.0,50.8,61.13,2752.17
2022-06-09,2022,6,Summer,Gas,South,100.79,86.12,49.387,86.7,61.13,6161.34
2022-06-09,2022,6,Summer,Nuclear,North,53.55,46.04,0.643,87.5,61.13,3273.41
2022-06-09,2022,6,Summer,Coal,South,48.41,40.52,39.694,51.5,61.13,2959.17
2022-06-10,2022,6,Summer,Solar,South,36.8,35.0,0.0,64.9,58.2,2141.58
2022-06-10,2022,6,Summer,Wind,West,39.04,37.77,0.0,52.1,58.2,2271.86
2022-06-10,2022,6,Summer,Gas,East,90.66,75.37,44.424,81.0,58.2,5276.48
2022-06-10,2022,6,Summer,Nuclear,West,59.38,49.61,0.713,87.0,58.2,3456.16
2022-06-10,2022,6,Summer,Coal,West,43.32,40.04,35.519,63.3,58.2,2521.0
2022-06-11,2022,6,Summer,Solar,East,38.89,32.38,0.0,62.5,64.22,2497.76
2022-06-11,2022,6,Summer,Wind,West,42.21,37.17,0.0,48.9,64.22,2710.49
2022-06-11,2022,6,Summer,Gas,North,90.16,80.95,44.177,80.0,64.22,5789.89
2022-06-11,2022,6,Summer,Nuclear,East,13.73,12.62,0.165,24.2,64.22,881.47
2022-06-11,2022,6,Summer,Coal,South,52.2,50.3,42.807,63.3,64.22,3352.49
2022-06-12,2022,6,Summer,Solar,North,46.22,44.45,0.0,60.4,65.68,3035.99
2022-06-12,2022,6,Summer,Wind,West,34.77,29.57,0.0,48.4,65.68,2283.73
2022-06-12,2022,6,Summer,Gas,West,100.2,83.94,49.099,94.1,65.68,6581.32
2022-06-12,2022,6,Summer,Nuclear,West,64.01,60.69,0.768,100.0,65.68,4204.01
2022-06-12,2022,6,Summer,Coal,West,42.57,40.39,34.907,66.9,65.68,2795.96
2022-06-13,2022,6,Summer,Solar,West,34.17,28.54,0.0,68.8,60.91,2081.07
2022-06-13,2022,6,Summer,Wind,East,31.5,27.18,0.0,54.4,60.91,1918.7
2022-06-13,2022,6,Summer,Gas,North,91.64,89.57,44.901,78.8,60.91,5581.53
2022-06-13,2022,6,Summer,Nuclear,South,68.42,59.64,0.821,87.1,60.91,4167.33
2022-06-13,2022,6,Summer,Coal,West,56.9,51.06,46.658,48.2,60.91,3465.78
2022-06-14,2022,6,Summer,Solar,South,33.96,28.67,0.0,67.6,66.6,2261.49
2022-06-14,2022,6,Summer,Wind,South,39.73,33.85,0.0,46.1,66.6,2646.0
2022-06-14,2022,6,Summer,Gas,East,82.08,73.96,40.217,83.2,66.6,5466.26
2022-06-14,2022,6,Summer,Nuclear,East,64.03,55.54,0.768,97.3,66.6,4264.24
2022-06-14,2022,6,Summer,Coal,North,50.1,43.22,41.082,58.8,66.6,3336.67
2022-06-15,2022,6,Summer,Solar,West,36.07,33.61,0.0,65.3,62.47,2253.01
2022-06-15,2022,6,Summer,Wind,North,38.93,33.29,0.0,40.6,62.47,2431.84
2022-06-15,2022,6,Summer,Gas,East,84.8,69.8,41.551,83.9,62.47,5297.32
2022-06-15,2022,6,Summer,Nuclear,North,54.8,47.76,0.658,80.5,62.47,3423.52
2022-06-15,2022,6,Summer,Coal,North,48.38,40.49,39.674,54.8,62.47,3022.52
2022-06-16,2022,6,Summer,Solar,East,47.07,42.17,0.0,67.2,63.8,3002.85
2022-06-16,2022,6,Summer,Wind,East,38.34,34.55,0.0,53.7,63.8,2446.37
2022-06-16,2022,6,Summer,Gas,East,84.05,76.87,41.187,87.6,63.8,5362.67
2022-06-16,2022,6,Summer,Nuclear,South,62.39,51.2,0.749,79.9,63.8,3980.47
2022-06-16,2022,6,Summer,Coal,South,50.66,41.66,41.539,58.7,63.8,3231.95
2022-06-17,2022,6,Summer,Solar,East,42.48,41.99,0.0,67.2,61.37,2607.23
2022-06-17,2022,6,Summer,Wind,West,31.98,29.95,0.0,45.3,61.37,1962.63
2022-06-17,2022,6,Summer,Gas,South,91.86,75.56,45.011,81.1,61.37,5637.42
2022-06-17,2022,6,Summer,Nuclear,East,67.74,62.61,0.813,82.4,61.37,4157.46
2022-06-17,2022,6,Summer,Coal,West,57.6,51.02,47.232,66.2,61.37,3534.88
2022-06-18,2022,6,Summer,Solar,South,28.02,25.6,0.0,66.3,62.53,1751.8
2022-06-18,2022,6,Summer,Wind,North,32.76,27.05,0.0,45.0,62.53,2048.7
2022-06-18,2022,6,Summer,Gas,South,86.05,75.86,42.166,73.0,62.53,5380.89
2022-06-18,2022,6,Summer,Nuclear,East,55.73,54.99,0.669,94.2,62.53,3484.56
2022-06-18,2022,6,Summer,Coal,West,58.91,57.13,48.302,64.0,62.53,3683.33
2022-06-19,2022,6,Summer,Solar,South,39.7,36.83,0.0,69.3,67.75,2689.7
2022-06-19,2022,6,Summer,Wind,East,44.66,42.19,0.0,46.3,67.75,3025.39
2022-06-19,2022,6,Summer,Gas,North,92.48,83.9,45.313,79.0,67.75,6265.24
2022-06-19,2022,6,Summer,Nuclear,South,51.39,44.82,0.617,91.6,67.75,3481.69
2022-06-19,2022,6,Summer,Coal,North,46.9,40.41,38.457,63.0,67.75,3177.41
2022-06-20,2022,6,Summer,Solar,North,34.88,29.78,0.0,64.7,61.79,2155.44
2022-06-20,2022,6,Summer,Wind,East,30.45,26.92,0.0,46.4,61.79,1881.25
2022-06-20,2022,6,Summer,Gas,West,106.73,88.09,52.296,83.0,61.79,6594.64
2022-06-20,2022,6,Summer,Nuclear,South,51.79,47.95,0.621,91.9,61.79,3199.93
2022-06-20,2022,6,Summer,Coal,South,43.77,36.21,35.892,54.0,61.79,2704.62
2022-06-21,2022,6,Summer,Solar,South,36.33,33.93,0.0,65.5,59.11,2147.59
2022-06-21,2022,6,Summer,Wind,East,35.3,29.05,0.0,55.1,59.11,2086.78
2022-06-21,2022,6,Summer,Gas,East,96.09,89.03,47.084,79.2,59.11,5679.88
2022-06-21,2022,6,Summer,Nuclear,West,10.57,10.35,0.127,28.5,59.11,624.57
2022-06-21,2022,6,Summer,Coal,North,48.03,40.68,39.382,62.5,59.11,2838.86
2022-06-22,2022,6,Summer,Solar,South,32.67,26.94,0.0,51.6,62.85,2053.13
2022-06-22,2022,6,Summer,Wind,West,36.19,33.47,0.0,44.5,62.85,2274.26
2022-06-22,2022,6,Summer,Gas,West,98.44,97.32,48.235,92.4,62.85,6186.86
2022-06-22,2022,6,Summer,Nuclear,West,59.12,57.94,0.709,91.0,62.85,3715.97
2022-06-22,2022,6,Summer,Coal,South,50.83,48.74,41.679,61.6,62.85,3194.53
2022-06-23,2022,6,Summer,Solar,North,43.1,40.14,0.0,62.0,64.78,2792.09
2022-06-23,2022,6,Summer,Wind,East,36.17,34.53,0.0,32.2,64.78,2343.41
2022-06-23,2022,6,Summer,Gas,West,87.37,76.11,42.81,83.8,64.78,5659.6
2022-06-23,2022,6,Summer,Nuclear,North,49.56,48.88,0.595,85.0,64.78,3210.67
2022-06-23,2022,6,Summer,Coal,West,55.79,53.62,45.747,61.8,64.78,3614.03
2022-06-24,2022,6,Summer,Solar,East,37.82,32.08,0.0,69.6,64.14,2425.52
2022-06-24,2022,6,Summer,Wind,East,40.29,37.79,0.0,46.9,64.14,2584.18
2022-06-24,2022,6,Summer,Gas,South,94.51,84.34,46.311,80.7,64.14,6061.98
2022-06-24,2022,6,Summer,Nuclear,South,60.15,55.37,0.722,83.9,64.14,3858.05
2022-06-24,2022,6,Summer,Coal,South,45.68,41.9,37.455,61.1,64.14,2929.69
2022-06-25,2022,6,Summer,Solar,North,41.27,37.58,0.0,48.4,72.36,2986.01
2022-06-25,2022,6,Summer,Wind,North,34.38,29.9,0.0,49.2,72.36,2487.4
2022-06-25,2022,6,Summer,Gas,South,85.88,82.25,42.081,77.1,72.36,6214.24
2022-06-25,2022,6,Summer,Nuclear,West,9.25,7.71,0.111,28.1,72.36,669.28
2022-06-25,2022,6,Summer,Coal,North,39.88,34.17,32.702,71.2,72.36,2885.78
2022-06-26,2022,6,Summer,Solar,North,40.82,39.72,0.0,68.1,69.03,2817.71
2022-06-26,2022,6,Summer,Wind,North,36.25,35.5,0.0,43.1,69.03,2502.38
2022-06-26,2022,6,Summer,Gas,East,87.46,73.36,42.854,79.0,69.03,6037.2
2022-06-26,2022,6,Summer,Nuclear,South,74.55,62.66,0.895,93.8,69.03,5146.35
2022-06-26,2022,6,Summer,Coal,South,52.13,43.37,42.75,63.9,69.03,3598.79
2022-06-27,2022,6,Summer,Solar,North,44.14,41.84,0.0,66.7,64.26,2836.53
2022-06-27,2022,6,Summer,Wind,South,32.63,31.34,0.0,44.4,64.26,2097.11
2022-06-27,2022,6,Summer,Gas,West,87.54,79.59,42.896,79.6,64.26,5625.51
2022-06-27,2022,6,Summer,Nuclear,West,37.17,30.56,0.446,76.6,64.26,2388.28
2022-06-27,2022,6,Summer,Coal,West,54.69,51.3,44.848,58.3,64.26,3514.56
2022-06-28,2022,6,Summer,Solar,East,39.74,36.69,0.0,64.3,68.33,2715.65
2022-06-28,2022,6,Summer,Wind,East,30.03,28.08,0.0,32.8,68.33,2051.65
2022-06-28,2022,6,Summer,Gas,South,108.85,102.46,53.338,80.2,68.33,7437.93
2022-06-28,2022,6,Summer,Nuclear,West,53.72,44.96,0.645,78.5,68.33,3670.81
2022-06-28,2022,6,Summer,Coal,West,43.67,39.47,35.811,58.9,68.33,2984.11
2022-06-29,2022,6,Summer,Solar,South,46.01,43.89,0.0,69.9,58.99,2714.0
2022-06-29,2022,6,Summer,Wind,North,39.26,38.78,0.0,41.4,58.99,2315.74
2022-06-29,2022,6,Summer,Gas,West,89.04,79.97,43.629,75.0,58.99,5252.42
2022-06-29,2022,6,Summer,Nuclear,South,57.35,51.82,0.688,84.1,58.99,3382.82
2022-06-29,2022,6,Summer,Coal,East,48.3,44.18,39.606,53.8,58.99,2849.23
2022-06-30,2022,6,Summer,Solar,North,33.5,30.66,0.0,61.0,59.32,1987.09
2022-06-30,2022,6,Summer,Wind,South,33.44,32.08,0.0,52.0,59.32,1983.53
2022-06-30,2022,6,Summer,Gas,East,104.36,93.61,51.137,83.6,59.32,6190.74
2022-06-30,2022,6,Summer,Nuclear,South,50.31,44.08,0.604,83.3,59.32,2984.5
2022-06-30,2022,6,Summer,Coal,East,46.39,40.74,38.041,57.3,59.32,2751.95
2022-07-01,2022,7,Summer,Solar,West,33.22,29.57,0.0,68.3,59.65,1981.33
2022-07-01,2022,7,Summer,Wind,West,29.84,26.7,0.0,43.6,59.65,1780.19
2022-07-01,2022,7,Summer,Gas,East,85.63,84.55,41.958,83.5,59.65,5107.7
2022-07-01,2022,7,Summer,Nuclear,South,50.28,43.68,0.603,83.9,59.65,2999.36
2022-07-01,2022,7,Summer,Coal,South,48.7,44.66,39.936,40.3,59.65,2905.12
2022-07-02,2022,7,Summer,Solar,North,47.2,45.36,0.0,70.9,65.22,3078.27
2022-07-02,2022,7,Summer,Wind,West,32.33,28.14,0.0,34.0,65.22,2108.32
2022-07-02,2022,7,Summer,Gas,North,100.44,86.89,49.218,76.5,65.22,6551.0
2022-07-02,2022,7,Summer,Nuclear,South,55.82,48.04,0.67,93.7,65.22,3640.73
2022-07-02,2022,7,Summer,Coal,East,45.33,37.37,37.17,55.5,65.22,2956.36
2022-07-03,2022,7,Summer,Solar,North,37.84,34.27,0.0,82.1,75.37,2852.25
2022-07-03,2022,7,Summer,Wind,West,26.85,22.31,0.0,40.5,75.37,2023.92
2022-07-03,2022,7,Summer,Gas,South,97.13,79.99,47.596,88.8,75.37,7320.98
2022-07-03,2022,7,Summer,Nuclear,East,13.25,12.16,0.159,22.0,75.37,998.75
2022-07-03,2022,7,Summer,Coal,East,56.74,49.73,46.525,74.0,75.37,4276.33
2022-07-04,2022,7,Summer,Solar,North,36.36,34.42,0.0,80.3,61.76,2245.66
2022-07-04,2022,7,Summer,Wind,East,35.2,30.09,0.0,45.3,61.76,2173.71
2022-07-04,2022,7,Summer,Gas,East,81.48,66.92,39.923,89.8,61.76,5031.95
2022-07-04,2022,7,Summer,Nuclear,North,64.05,55.04,0.769,94.1,61.76,3955.68
2022-07-04,2022,7,Summer,Coal,West,57.36,50.92,47.032,70.8,61.76,3542.3
2022-07-05,2022,7,Summer,Solar,East,36.64,34.32,0.0,76.5,65.47,2398.5
2022-07-05,2022,7,Summer,Wind,West,35.57,29.35,0.0,42.4,65.47,2328.89
2022-07-05,2022,7,Summer,Gas,East,94.17,83.47,46.141,82.1,65.47,6165.06
2022-07-05,2022,7,Summer,Nuclear,West,52.83,45.3,0.634,85.7,65.47,3458.85
2022-07-05,2022,7,Summer,Coal,North,44.9,40.78,36.816,56.4,65.47,2939.43
2022-07-06,2022,7,Summer,Solar,South,38.89,34.3,0.0,79.9,68.96,2681.71
2022-07-06,2022,7,Summer,Wind,South,29.54,24.62,0.0,40.4,68.96,2037.14
2022-07-06,2022,7,Summer,Gas,South,87.33,76.72,42.793,74.7,68.96,6022.44
2022-07-06,2022,7,Summer,Nuclear,North,47.0,40.82,0.564,86.3,68.96,3240.93
2022-07-06,2022,7,Summer,Coal,East,51.84,45.74,42.512,65.7,68.96,3575.18
2022-07-07,2022,7,Summer,Solar,West,40.65,34.75,0.0,73.3,65.27,2653.28
2022-07-07,2022,7,Summer,Wind,South,31.22,27.48,0.0,42.8,65.27,2037.81
2022-07-07,2022,7,Summer,Gas,West,100.09,87.5,49.046,83.1,65.27,6533.19
2022-07-07,2022,7,Summer,Nuclear,West,54.4,46.87,0.653,83.4,65.27,3550.93
2022-07-07,2022,7,Summer,Coal,South,58.78,49.03,48.202,57.7,65.27,3836.75
2022-07-08,2022,7,Summer,Solar,West,42.33,36.89,0.0,71.4,71.22,3014.76
2022-07-08,2022,7,Summer,Wind,North,43.95,41.16,0.0,33.9,71.22,3130.18
2022-07-08,2022,7,Summer,Gas,East,91.89,80.8,45.028,83.2,71.22,6544.68
2022-07-08,2022,7,Summer,Nuclear,West,61.81,51.78,0.742,92.1,71.22,4401.82
2022-07-08,2022,7,Summer,Coal,East,44.55,44.01,36.53,55.5,71.22,3172.8
2022-07-09,2022,7,Summer,Solar,South,33.36,30.28,0.0,78.0,66.47,2217.38
2022-07-09,2022,7,Summer,Wind,West,30.47,25.49,0.0,49.6,66.47,2025.45
2022-07-09,2022,7,Summer,Gas,West,82.37,80.29,40.364,80.2,66.47,5475.44
2022-07-09,2022,7,Summer,Nuclear,South,55.96,53.68,0.672,83.3,66.47,3719.95
2022-07-09,2022,7,Summer,Coal,West,47.84,39.74,39.229,54.5,66.47,3179.92
2022-07-10,2022,7,Summer,Solar,West,41.0,39.51,0.0,76.5,57.5,2357.5
2022-07-10,2022,7,Summer,Wind,West,35.94,32.54,0.0,45.7,57.5,2066.31
2022-07-10,2022,7,Summer,Gas,South,99.69,83.76,48.846,72.7,57.5,5731.89
2022-07-10,2022,7,Summer,Nuclear,West,62.95,60.29,0.755,84.1,57.5,3619.88
2022-07-10,2022,7,Summer,Coal,North,48.12,43.28,39.457,53.9,57.5,2766.81
2022-07-11,2022,7,Summer,Solar,East,40.52,36.39,0.0,70.3,68.71,2784.04
2022-07-11,2022,7,Summer,Wind,South,36.54,30.99,0.0,34.8,68.71,2510.94
2022-07-11,2022,7,Summer,Gas,East,79.9,77.72,39.153,77.3,68.71,5490.19
2022-07-11,2022,7,Summer,Nuclear,North,63.62,61.35,0.763,92.1,68.71,4371.06
2022-07-11,2022,7,Summer,Coal,South,51.36,42.61,42.115,58.4,68.71,3528.95
2022-07-12,2022,7,Summer,Solar,West,39.57,33.56,0.0,68.2,61.29,2425.12
2022-07-12,2022,7,Summer,Wind,North,38.42,37.59,0.0,46.4,61.29,2354.9
2022-07-12,2022,7,Summer,Gas,North,97.06,94.94,47.56,82.4,61.29,5948.83
2022-07-12,2022,7,Summer,Nuclear,South,56.19,46.52,0.674,82.2,61.29,3443.72
2022-07-12,2022,7,Summer,Coal,South,63.2,61.96,51.826,54.6,61.29,3873.66
2022-07-13,2022,7,Summer,Solar,North,40.79,40.02,0.0,82.6,61.08,2491.6
2022-07-13,2022,7,Summer,Wind,South,35.68,29.55,0.0,44.7,61.08,2179.12
2022-07-13,2022,7,Summer,Gas,West,89.44,85.38,43.827,84.1,61.08,5463.19
2022-07-13,2022,7,Summer,Nuclear,East,54.58,51.7,0.655,96.6,61.08,3333.64
2022-07-13,2022,7,Summer,Coal,East,47.39,41.89,38.86,66.0,61.08,2894.58
2022-07-14,2022,7,Summer,Solar,West,39.62,33.77,0.0,73.1,65.3,2587.37
2022-07-14,2022,7,Summer,Wind,North,33.13,31.82,0.0,43.8,65.3,2163.26
2022-07-14,2022,7,Summer,Gas,East,92.83,80.33,45.487,70.9,65.3,6061.89
2022-07-14,2022,7,Summer,Nuclear,South,54.83,48.72,0.658,86.1,65.3,3580.3
2022-07-14,2022,7,Summer,Coal,North,54.51,51.83,44.694,57.9,65.3,3559.2
2022-07-15,2022,7,Summer,Solar,South,44.97,42.89,0.0,64.7,67.23,3023.58
2022-07-15,2022,7,Summer,Wind,West,35.55,32.15,0.0,46.8,67.23,2390.26
2022-07-15,2022,7,Summer,Gas,North,96.04,84.36,47.061,67.3,67.23,6456.9
2022-07-15,2022,7,Summer,Nuclear,West,63.05,51.85,0.757,77.6,67.23,4238.93
2022-07-15,2022,7,Summer,Coal,South,44.12,39.6,36.18,59.8,67.23,2966.28
2022-07-16,2022,7,Summer,Solar,West,41.31,40.39,0.0,70.7,64.3,2656.5
2022-07-16,2022,7,Summer,Wind,West,30.75,26.07,0.0,40.6,64.3,1977.17
2022-07-16,2022,7,Summer,Gas,South,94.05,83.24,46.084,84.4,64.3,6047.31
2022-07-16,2022,7,Summer,Nuclear,East,57.52,52.51,0.69,92.2,64.3,3698.22
2022-07-16,2022,7,Summer,Coal,East,47.22,44.15,38.718,49.2,64.3,3036.03
2022-07-17,2022,7,Summer,Solar,South,43.42,36.94,0.0,77.5,62.71,2722.97
2022-07-17,2022,7,Summer,Wind,East,34.28,33.79,0.0,27.2,62.71,2149.74
2022-07-17,2022,7,Summer,Gas,West,95.22,85.0,46.659,71.5,62.71,5971.4
2022-07-17,2022,7,Summer,Nuclear,West,59.67,49.7,0.716,79.8,62.71,3742.19
2022-07-17,2022,7,Summer,Coal,North,43.6,38.44,35.752,59.0,62.71,2734.19
2022-07-18,2022,7,Summer,Solar,East,42.85,39.32,0.0,78.9,66.37,2844.27
2022-07-18,2022,7,Summer,Wind,South,29.99,26.04,0.0,43.3,66.37,1990.71
2022-07-18,2022,7,Summer,Gas,North,81.66,69.75,40.012,84.7,66.37,5419.54
2022-07-18,2022,7,Summer,Nuclear,North,10.79,9.81,0.129,22.5,66.37,716.16
2022-07-18,2022,7,Summer,Coal,West,39.94,36.31,32.751,63.3,66.37,2650.8
2022-07-19,2022,7,Summer,Solar,East,41.38,35.04,0.0,68.0,77.33,3200.26
2022-07-19,2022,7,Summer,Wind,North,25.13,21.63,0.0,43.9,77.33,1943.34
2022-07-19,2022,7,Summer,Gas,South,86.18,75.34,42.23,81.6,77.33,6664.55
2022-07-19,2022,7,Summer,Nuclear,East,55.4,50.78,0.665,95.2,77.33,4283.71
2022-07-19,2022,7,Summer,Coal,West,51.23,42.41,42.008,68.9,77.33,3961.6
2022-07-20,2022,7,Summer,Solar,South,47.18,40.35,0.0,75.7,65.1,3071.13
2022-07-20,2022,7,Summer,Wind,East,34.21,32.39,0.0,29.3,65.1,2226.75
2022-07-20,2022,7,Summer,Gas,East,81.74,78.93,40.052,86.6,65.1,5321.22
2022-07-20,2022,7,Summer,Nuclear,North,54.78,47.96,0.657,86.6,65.1,3566.44
2022-07-20,2022,7,Summer,Coal,North,45.05,38.95,36.942,58.6,65.1,2932.81
2022-07-21,2022,7,Summer,Solar,West,42.97,37.38,0.0,84.4,61.48,2642.05
2022-07-21,2022,7,Summer,Wind,South,38.15,31.96,0.0,38.2,61.48,2345.71
2022-07-21,2022,7,Summer,Gas,North,80.11,66.48,39.253,77.5,61.48,4925.03
2022-07-21,2022,7,Summer,Nuclear,West,58.01,54.44,0.696,91.8,61.48,3566.69
2022-07-21,2022,7,Summer,Coal,South,58.12,51.09,47.661,47.6,61.48,3573.38
2022-07-22,2022,7,Summer,Solar,East,44.79,42.65,0.0,77.8,62.52,2800.28
2022-07-22,2022,7,Summer,Wind,East,29.17,28.86,0.0,39.0,62.52,1823.64
2022-07-22,2022,7,Summer,Gas,South,79.06,77.46,38.74,84.5,62.52,4942.96
2022-07-22,2022,7,Summer,Nuclear,East,75.18,70.23,0.902,80.7,62.52,4700.22
2022-07-22,2022,7,Summer,Coal,North,52.85,46.87,43.339,61.4,62.52,3304.3
2022-07-23,2022,7,Summer,Solar,North,39.08,32.95,0.0,62.1,65.45,2557.55
2022-07-23,2022,7,Summer,Wind,West,32.86,31.63,0.0,31.3,65.45,2150.66
2022-07-23,2022,7,Summer,Gas,North,99.31,84.37,48.66,84.5,65.45,6499.53
2022-07-23,2022,7,Summer,Nuclear,East,64.66,56.64,0.776,93.7,65.45,4231.93
2022-07-23,2022,7,Summer,Coal,South,46.03,45.34,37.742,62.2,65.45,3012.44
2022-07-24,2022,7,Summer,Solar,East,38.53,35.33,0.0,77.8,63.98,2465.28
2022-07-24,2022,7,Summer,Wind,West,32.09,31.62,0.0,32.1,63.98,2053.41
2022-07-24,2022,7,Summer,Gas,West,83.34,80.6,40.836,83.7,63.98,5332.07
2022-07-24,2022,7,Summer,Nuclear,North,71.67,68.38,0.86,97.7,63.98,4585.7
2022-07-24,2022,7,Summer,Coal,West,53.19,48.92,43.62,60.7,63.98,3403.39
2022-07-25,2022,7,Summer,Solar,North,39.13,37.38,0.0,78.7,60.16,2354.13
2022-07-25,2022,7,Summer,Wind,West,41.67,36.31,0.0,35.3,60.16,2507.0
2022-07-25,2022,7,Summer,Gas,South,92.49,90.94,45.319,87.1,60.16,5564.01
2022-07-25,2022,7,Summer,Nuclear,East,12.14,11.57,0.146,32.9,60.16,730.16
2022-07-25,2022,7,Summer,Coal,South,48.13,45.36,39.466,66.6,60.16,2895.46
2022-07-26,2022,7,Summer,Solar,South,33.69,30.8,0.0,77.7,75.07,2529.29
2022-07-26,2022,7,Summer,Wind,East,34.53,33.64,0.0,28.0,75.07,2592.5
2022-07-26,2022,7,Summer,Gas,South,82.81,74.26,40.576,70.5,75.07,6216.42
2022-07-26,2022,7,Summer,Nuclear,East,64.24,60.14,0.771,77.3,75.07,4822.58
2022-07-26,2022,7,Summer,Coal,North,58.77,52.58,48.192,57.5,75.07,4411.93
2022-07-27,2022,7,Summer,Solar,West,51.6,42.58,0.0,93.2,57.24,2953.74
2022-07-27,2022,7,Summer,Wind,South,34.47,32.0,0.0,43.0,57.24,1972.85
2022-07-27,2022,7,Summer,Gas,East,84.54,76.17,41.427,77.3,57.24,4839.3
2022-07-27,2022,7,Summer,Nuclear,West,45.22,42.27,0.543,97.2,57.24,2588.62
2022-07-27,2022,7,Summer,Coal,South,44.11,42.52,36.172,57.0,57.24,2525.02
2022-07-28,2022,7,Summer,Solar,South,38.77,34.13,0.0,83.8,63.43,2459.48
2022-07-28,2022,7,Summer,Wind,North,34.03,33.48,0.0,32.2,63.43,2158.29
2022-07-28,2022,7,Summer,Gas,North,92.34,82.27,45.247,93.0,63.43,5857.16
2022-07-28,2022,7,Summer,Nuclear,South,51.1,44.5,0.613,82.5,63.43,3241.03
2022-07-28,2022,7,Summer,Coal,North,53.57,48.25,43.929,64.2,63.43,3398.08
2022-07-29,2022,7,Summer,Solar,West,39.01,34.93,0.0,81.5,64.38,2511.26
2022-07-29,2022,7,Summer,Wind,North,30.72,26.25,0.0,39.1,64.38,1977.49
2022-07-29,2022,7,Summer,Gas,South,81.5,77.95,39.937,82.3,64.38,5247.22
2022-07-29,2022,7,Summer,Nuclear,South,65.03,55.25,0.78,76.3,64.38,4186.91
2022-07-29,2022,7,Summer,Coal,East,54.49,52.38,44.684,54.8,64.38,3508.27
2022-07-30,2022,7,Summer,Solar,East,41.75,41.11,0.0,89.1,70.11,2927.24
2022-07-30,2022,7,Summer,Wind,South,31.12,27.45,0.0,34.6,70.11,2181.51
2022-07-30,2022,7,Summer,Gas,South,84.64,71.37,41.473,72.1,70.11,5934.0
2022-07-30,2022,7,Summer,Nuclear,South,62.79,59.52,0.753,91.3,70.11,4401.88
2022-07-30,2022,7,Summer,Coal,South,42.37,38.53,34.742,54.2,70.11,2970.47
2022-07-31,2022,7,Summer,Solar,West,39.73,36.82,0.0,80.8,66.32,2635.02
2022-07-31,2022,7,Summer,Wind,West,28.77,27.78,0.0,39.4,66.32,1908.1
2022-07-31,2022,7,Summer,Gas,South,93.21,76.51,45.672,79.7,66.32,6181.54
2022-07-31,2022,7,Summer,Nuclear,East,53.36,45.32,0.64,86.0,66.32,3538.69
2022-07-31,2022,7,Summer,Coal,West,49.96,43.67,40.971,54.2,66.32,3313.64
2022-08-01,2022,8,Summer,Solar,West,42.48,35.36,0.0,73.6,68.57,2912.52
2022-08-01,2022,8,Summer,Wind,East,38.61,35.28,0.0,37.3,68.57,2647.45
2022-08-01,2022,8,Summer,Gas,North,96.18,79.33,47.126,74.5,68.57,6594.76
2022-08-01,2022,8,Summer,Nuclear,West,65.2,57.14,0.782,77.3,68.57,4470.47
2022-08-01,2022,8,Summer,Coal,East,50.08,45.61,41.069,63.0,68.57,3434.29
2022-08-02,2022,8,Summer,Solar,East,41.94,35.49,0.0,74.0,67.74,2841.16
2022-08-02,2022,8,Summer,Wind,South,38.35,33.82,0.0,44.8,67.74,2597.95
2022-08-02,2022,8,Summer,Gas,East,95.58,94.58,46.835,69.3,67.74,6474.66
2022-08-02,2022,8,Summer,Nuclear,North,53.21,50.45,0.639,80.7,67.74,3604.38
2022-08-02,2022,8,Summer,Coal,West,49.63,48.7,40.696,63.6,67.74,3361.88
2022-08-03,2022,8,Summer,Solar,South,45.36,41.31,0.0,86.8,64.07,2906.3
2022-08-03,2022,8,Summer,Wind,North,31.03,26.86,0.0,39.0,64.07,1988.39
2022-08-03,2022,8,Summer,Gas,West,80.52,67.56,39.456,68.9,64.07,5159.12
2022-08-03,2022,8,Summer,Nuclear,East,67.96,55.81,0.815,87.7,64.07,4353.97
2022-08-03,2022,8,Summer,Coal,South,52.31,50.58,42.892,57.4,64.07,3351.36
2022-08-04,2022,8,Summer,Solar,East,47.59,43.26,0.0,86.0,57.57,2739.91
2022-08-04,2022,8,Summer,Wind,South,30.89,29.61,0.0,26.4,57.57,1778.38
2022-08-04,2022,8,Summer,Gas,South,81.92,71.43,40.142,77.7,57.57,4716.33
2022-08-04,2022,8,Summer,Nuclear,East,43.76,36.42,0.525,75.7,57.57,2519.22
2022-08-04,2022,8,Summer,Coal,South,55.7,54.0,45.677,60.9,57.57,3206.89
2022-08-05,2022,8,Summer,Solar,South,45.58,37.63,0.0,79.7,70.1,3195.26
2022-08-05,2022,8,Summer,Wind,North,31.74,30.08,0.0,38.0,70.1,2225.19
2022-08-05,2022,8,Summer,Gas,North,80.29,73.78,39.34,76.1,70.1,5628.08
2022-08-05,2022,8,Summer,Nuclear,East,55.95,47.12,0.671,83.7,70.1,3922.33
2022-08-05,2022,8,Summer,Coal,East,48.81,40.12,40.022,68.8,70.1,3421.37
2022-08-06,2022,8,Summer,Solar,East,46.44,38.26,0.0,76.7,61.4,2851.16
